ocreval Accuracy Report Version 7.0
-----------------------------------
  314118   Characters
    3602   Errors
   98.85%  Accuracy

       0   Reject Characters
       0   Suspect Markers
       0   False Marks
    0.00%  Characters Marked
   98.85%  Accuracy After Correction

     Ins    Subst      Del   Errors
       0        0        0        0   Marked
    2732      445      425     3602   Unmarked
    2732      445      425     3602   Total

   Count   Missed   %Right
   46746      294    99.37   ASCII Spacing Characters
   23184     2453    89.42   ASCII Special Symbols
   12411       30    99.76   ASCII Digits
   79632       80    99.90   ASCII Uppercase Letters
  144900      116    99.92   ASCII Lowercase Letters
    4284       34    99.21   Latin1 Special Symbols
    1323       94    92.89   General Punctuation
    1134       76    93.30   Superscripts and Subscripts
     252        0   100.00   Currency Symbols
     252        0   100.00   Letterlike Symbols
  314118     3177    98.99   Total

  Errors   Marked   Correct-Generated
    2261        0   {------------------------...}-{}
     225        0   { }-{}
      80        0   {}-{ }
      70        0   {RALIA Agency will way ¢...}-{H}
      44        0   {’}-{'}
      27        0   {...}-{…}
      27        0   {I}-{l}
      24        0   {/}-{ }
      19        0   { n⁵ = n x n x n x n}-{}
      19        0   {}-{'}
      19        0   {}-{Superscript Four ⁴<\n>}
      19        0   {}-{n⁵ = n x n x n x n<\n>}
      16        0   {}-{I}
      15        0   {'}-{’}
      15        0   {}-{⁶}
      15        0   {⁰}-{°}
      14        0   {}-{’}
      13        0   {_}-{ }
      13        0   {—}-{}
      12        0   {..}-{…}
      11        0   {\}-{ }
      10        0   {CE1897 AUS}-{N}
      10        0   {r ⁴ | | su}-{}
      10        0   {}-{K}
      10        0   {’}-{'‘}
       9        0   {*987968CC}-{}
       9        0   {}-{]}
       8        0   {\ }-{}
       8        0   {cript Fo}-{}
       8        0   {⁵ }-{³}
       8        0   {⁵}-{³}
       8        0   {⁵}-{⁸}
       7        0   {9}-{0}
       7        0   {}-{,}
       7        0   {}-{l}
       7        0   {}-{t}
       7        0   {}-{³}
       7        0   {}-{⁸}
       7        0   {⁹}-{°}
       6        0   { = n x}-{}
       6        0   {..}-{……}
       6        0   {/}-{}
       6        0   {O}-{0}
